UTF-8
(синоним)|свирепый|лютый
(синоним)|сердитый|лютый|жестокий|свирепый
зло|2
(синоним)|свирепо|люто
(синоним)|сердито|свирепо|люто|жестоко
злословие|1
(синоним)|злоязычие|злоречие|сплетни|толки|пересуды
злостно|1
(синоним)|злонамеренно|злокозненно
злостность|1
(синоним)|злонамеренность|злокозненность
злостный|1
(синоним)|злонамеренный|злокозненный
зло|1
(синоним)|худо|лихо
злоязычный|1
(синоним)|злоречивый
злюка|1
(синоним)|злючка|злыдень|злыдня|мегера|фурия
змея|1
(синоним)|ехидна|ехидина|ехида|аспид|змей
знакомить|1
(синоним)|представлять|рекомендовать
знакомиться|1
(синоним)|представляться
знакомый|1
(синоним)|известный|ведомый
знаменитость|1
(синоним)|звезда|светило|корифей
знаменосец|1
(синоним)|знаменщик
знамя|1
(синоним)|стяг|хоругвь
знания|1
(синоним)|познания|сведения
знатность|1
(синоним)|родовитость|вельможность
знатный|1
(синоним)|родовитый|вельможный|именитый|высокородный|великородный
знаток|1
(синоним)|специалист|спец|дока|зубр|мастак|эксперт
знать|1
(синоним)|ведать
значение|1
(синоним)|смысл
значительный|1
(синоним)|порядочный|изрядный|основательный|солидный|внушительный|немалый|немаленький|заметный|крупный
знающий|1
(синоним)|сведущий|компетентный|осведомлённый|грамотный|сильный
знобить|1
(синоним)|лихорадить|трясти|колотить
зной|1
(синоним)|пекло
зов|1
(синоним)|призыв|клич
зона|1
(синоним)|пояс|полоса
зоркий|2
(синоним)|орлиный|ястребиный
(синоним)|остроглазый|глазастый|востроглазый
зоркость|1
(синоним)|остроглазость|глазастость|востроглазость
зрачок|1
(синоним)|зеница
зрелость|2
(синоним)|возмужалость|взрослость
(синоним)|спелость
зрелый|2
(синоним)|возмужалый|взрослый
(синоним)|спелый|созревший|поспевший|созрелый|наливной|налитой
зреть|1
(синоним)|спеть|созревать|вызревать|поспевать|наливаться
зубрить|1
(синоним)|твердить|долбить|вызубривать|зазубривать|вытверживать|затверживать|выдалбливать|задалбливать
зуд|1
(синоним)|чёс|свербёж|чесотка
зыбкий|1
(синоним)|зыбучий|колеблющийся
зыбкость|1
(синоним)|зыбучесть
зыбь|1
(синоним)|рябь
зябкий|1
(синоним)|знобкий|зяблый
зябко|1
(синоним)|знобко
зябнуть|1
(синоним)|мёрзнуть|дрогнуть|стыть|коченеть|костенеть
иван-чай|1
(синоним)|кипрей
ива|1
(синоним)|ракита|ветла
игловидный|1
(синоним)|иглообразный|игольчатый|игловатый
игра|3
(синоним)|исполнение
(синоним)|представление
(синоним)|представление|выступление
играть|5
(синоним)|выступать|представлять
(синоним)|исполнять|музицировать|наигрывать
(синоним)|представлять
(синоним)|резаться|дуться|перекидываться|перебрасываться
(синоним)|сражаться
идеологически|1
(синоним)|идейно
идеологический|1
(синоним)|идейный|мировоззренческий
идол|1
(синоним)|кумир|истукан|болван
идти|4
(синоним)|исходить|распространяться
(синоним)|подходить
(синоним)|ходить
(синоним)|шагать|ступать|топать|вышагивать|выступать|шествовать|переть|переться
избавить|1
(синоним)|освободить|отрешить
избавиться|1
(синоним)|освободиться|отделаться|отвязаться|отбояриться
избавление|1
(синоним)|освобождение
избавлять|1
(синоним)|освобождать|отрешать
избавляться|1
(синоним)|освобождаться|отделываться|отвязываться|отбояриваться|отрешаться
избалованный|1
(синоним)|набалованный|балованный|баловной
избаловать|1
(синоним)|набаловать|разбаловать|забаловать
избаловаться|1
(синоним)|разбаловаться
избаловывать|1
(синоним)|набаловывать|разбаловывать|забаловывать
избаловываться|1
(синоним)|разбаловываться
избитость|1
(синоним)|пошлость|банальность|тривиальность
избитый|3
(синоним)|истёртый|затасканный|истасканный|затрёпанный|заезженный|стёртый|опошленный
(синоним)|пошлый|банальный|тривиальный
(синоним)|проторённый|торный
избрание|1
(синоним)|выбор
избыток|1
(синоним)|излишек|лишек
извергать|1
(синоним)|изрыгать|исторгать
извергаться|1
(синоним)|исторгаться
изверг|1
(синоним)|изувер|зверь|живодёр|ирод|кровопийца|кровопивец
извергнуть|1
(синоним)|изрыгнуть|исторгнуть
извергнуться|1
(синоним)|исторгнуться
известность|1
(синоним)|популярность|знаменитость|слава|признание|лавры
известный|1
(синоним)|популярный|знаменитый|прославленный|славный|знатный|именитый|мировой|легендарный
извещение|1
(синоним)|уведомление|повестка
извилистый|1
(синоним)|изгибистый|излучистый|петлистый|змеистый
извратить|1
(синоним)|исказить
извратиться|1
(синоним)|исказиться
извращать|1
(синоним)|искажать
извращаться|1
(синоним)|искажаться
извращение|1
(синоним)|искажение
извращено|1
(синоним)|искаженно
извращённость|1
(синоним)|искаженность
извращённый|1
(синоним)|искажённый
изгибать|1
(синоним)|выгибать
изгибаться|1
(синоним)|выгибаться
изгиб|1
(синоним)|извилина|извив|изворот|излом
изгнание|1
(синоним)|выдворение|выпроваживание|выставление|вышвыривание
издавать|2
(синоним)|выпускать|печатать|публиковать
(синоним)|испускать
издаваться|2
(синоним)|выпускаться|печататься|публиковаться
(синоним)|печататься|публиковаться
издавна|1
(синоним)|исстари|издревле|сыздавна
издалека|1
(синоним)|издали|издалече
издание|1
(синоним)|печатание|публикация
издать|2
(синоним)|выпустить|напечатать|опубликовать
(синоним)|испустить
издаться|1
(синоним)|напечататься|опубликоваться
издевательски|1
(синоним)|глумливо
издевательский|1
(синоним)|глумливый
издевательство|1
(синоним)|издёвка|измывательство|глумление|глум|надругательство
издеваться|1
(синоним)|измываться|глумиться|изгаляться
изживать|1
(синоним)|искоренять|выкорчёвывать|вытравлять
изживаться|1
(синоним)|искореняться|выкорчёвываться|вытравляться
изжить|1
(синоним)|искоренить|выкорчевать|вытравить
изжиться|1
(синоним)|искорениться
излучина|1
(синоним)|излука|лука
измена|1
(синоним)|предательство
изменение|1
(синоним)|модифицирование|модификация|видоизменение|трансформирование|трансформация
изменить|3
(синоним)|обмануть
(синоним)|поменять|переменить|модифицировать|трансформировать|видоизменить
(синоним)|предать|продать
измениться|1
(синоним)|поменяться|перемениться|модифицироваться|трансформироваться|видоизмениться
изменник|1
(синоним)|изменщик|предатель|иуда
изменница|1
(синоним)|изменщица|предательница
изменять|3
(синоним)|менять|переменять|модифицировать|видоизменять|трансформировать
(синоним)|обманывать
(синоним)|предавать|продавать
изменяться|2
(синоним)|меняться|переменяться|модифицироваться|трансформироваться|видоизменяться
(синоним)|переменяться|модифицироваться|меняться|видоизменяться|трансформироваться|перерождаться|преображаться
измерение|2
(синоним)|замер|обмер
(синоним)|замер|обмеривание
измерить|1
(синоним)|смерить|вымерить|замерить|обмерить
измеряться|1
(синоним)|вымеряться|замеряться|обмеряться
изморось|1
(синоним)|морось
измучить|2
(синоним)|замучить|истерзать|извести|изгрызть|источить
(синоним)|истерзать
измучиться|2
(синоним)|замучиться|истерзаться|известись
(синоним)|исстрадаться|измаяться
измять|1
(синоним)|смять|помять
измяться|1
(синоним)|смяться|помяться
изнанка|1
(синоним)|испод
изнашивать|1
(синоним)|снашивать|истрёпывать|истаскивать|затаскивать
изнашиваться|1
(синоним)|снашиваться|истрёпываться|истаскиваться|затаскиваться
изнеженность|1
(синоним)|тепличность
износ|1
(синоним)|изнашивание
износить|1
(синоним)|сносить|истрепать|истаскать|затаскать
износиться|1
(синоним)|сноситься|истрепаться|истаскаться|затаскаться
изображать|2
(синоним)|представлять|показывать
(синоним)|представлять|показывать|передавать
изображаться|2
(синоним)|представляться|показываться
(синоним)|представляться|показываться|передаваться
изображение|2
(синоним)|описание|воссоздание|отображение|обрисовка|показ
(синоним)|представление|показ
изобразить|2
(синоним)|представить|показать
(синоним)|представить|показать|передать
изобразиться|2
(синоним)|представиться
(синоним)|представиться|передаться
изогнутость|1
(синоним)|выгнутость
изогнутый|1
(синоним)|выгнутый
изогнуть|1
(синоним)|выгнуть
изогнуться|1
(синоним)|выгнуться
изощренно|1
(синоним)|утонченно
изощрённый|1
(синоним)|утонченный
изощриться|1
(синоним)|ухитриться|исхитриться
изощряться|1
(синоним)|ухищряться|исхитряться
изречение|1
(синоним)|афоризм|максима|сентенция
изуверски|1
(синоним)|живодерски|зверски
изуверский|1
(синоним)|живодёрский|зверский
изувер|1
(синоним)|фанатик
изумруд|1
(синоним)|смарагд
изучать|1
(синоним)|исследовать
изучаться|2
(синоним)|исследоваться
(синоним)|постигаться|осваиваться|усваиваться|штудироваться|проходиться
изучать|1
(синоним)|учить|проходить|штудировать|постигать|осваивать|овладевать|усваивать|одолевать|превосходить
изучение|2
(синоним)|исследование
(синоним)|прохождение|штудирование|постижение|усвоение|выучивание|освоение|овладение
изучить|2
(синоним)|выучить|пройти|проштудировать|постигнуть|освоить|овладеть|усвоить|одолеть|превзойти
(синоним)|исследовать
изъездить|1
(синоним)|исколесить|избороздить|объездить|объехать
изысканность|1
(синоним)|утонченность
изысканный|1
(синоним)|утонченный
икона|1
(синоним)|образ
иконописец|1
(синоним)|богомаз
имение|1
(синоним)|поместье|вотчина|усадьба
именно|2
(синоним)|прямо|аккурат
(синоним)|собственно
иметь|2
(синоним)|владеть|обладать
(синоним)|обладать|располагать
иметься|1
(синоним)|быть|водиться
иммунитет|1
(синоним)|невосприимчивость|иммунность
|1
(синоним)
импорт|1
(синоним)|ввоз
импортировать|2
(синоним)|ввезти
(синоним)|ввозить
импортироваться|1
(синоним)|ввозиться
импортный|1
(синоним)|ввозный|привозной
имущество|2
(синоним)|добро|пожитки|вещи|скарб|манатки|барахло|утварь|шмотки|шмотье|движимость
(синоним)|собственность|достояние
иначе|1
(синоним)|по-иному|по-другому
индивидуально|1
(синоним)|персонально
инжир|2
(синоним)|смоква|фига
(синоним)|смоковница|смоква
иногда|2
(синоним)|кое-когда|подчас|часом|порой|когда
(синоним)|порой|временами
иной|1
(синоним)|другой
инородность|1
(синоним)|чужеродность
иностранец|1
(синоним)|иноземец|чужестранец|чужеземец
иностранка|1
(синоним)|иноземка|чужестранка|чужеземка
иностранный|1
(синоним)|иноземный|чужестранный|чужеземный
инструкция|1
(синоним)|руководство|наставление|памятка
инструментовать|1
(синоним)|оркестровать
инструментоваться|1
(синоним)|оркестроваться
инструментовка|1
(синоним)|оркестровка
интерес|1
(синоним)|заинтересованность|внимание
интересно|1
(синоним)|увлекательно|занимательно|занятно|любопытно
интересный|1
(синоним)|увлекательный|занимательный|занятный|любопытный
ирония|1
(синоним)|сарказм
искажать|1
(синоним)|искривлять|перекривлять|перекашивать|коверкать|уродовать
искажаться|1
(синоним)|искривляться|перекривляться|перекашиваться|коверкаться|уродоваться
искажение|1
(синоним)|искривление|перекашивание|коверкание|уродование
исказить|1
(синоним)|искривить|перекривить|перекосить|исковеркать|изуродовать
исказиться|1
(синоним)|искривиться|перекривиться|перекоситься|исковеркаться|изуродоваться
искалечить|1
(синоним)|покалечить|изувечить|изуродовать
искалечиться|1
(синоним)|покалечиться|изувечиться|изуродоваться
искать|1
(синоним)|разыскивать|шарить|выискивать|отыскивать
исключать|3
(синоним)|выводить|выгонять
(синоним)|выключать|изымать|элиминировать
(синоним)|отчислять|выставлять|выгонять|вышибать|вытуривать
исключаться|1
(синоним)|выключаться|элиминироваться
исключение|3
(синоним)|вывод
(синоним)|выключение|изъятие|элиминирование
(синоним)|отчисление
исключительно|1
(синоним)|необыкновенно|недюжинно|редкостно|незаурядно|феноменально
исключительность|1
(синоним)|необыкновенность|недюжинность|незаурядность|феноменальность
исключительный|1
(синоним)|необыкновенный|выдающийся|редкий|редчайший|редкостный|недюжинный|незаурядный|феноменальный
исключить|3
(синоним)|вывести|выгнать
(синоним)|выключить|изъять|элиминировать
(синоним)|отчислить|выставить|выгнать|вышибить|вытурить|турнуть
исключиться|1
(синоним)|выключиться|элиминироваться
искони|1
(синоним)|сызвека
исконный|1
(синоним)|извечный|изначальный
искренне|2
(синоним)|прямо|открыто|откровенно
(синоним)|чистосердечно|неподдельно|непритворно
искренний|2
(синоним)|неподдельный|непритворный
(синоним)|открытый|прямой|нелицемерный
искренность|2
(синоним)|непритворность|неподдельность
(синоним)|открытость|прямота|прямодушие
искривить|1
(синоним)|скривить|покривить|перекривить|перекосить
искривиться|1
(синоним)|скривиться|покривиться|перекривиться|перекоситься
искривление|1
(синоним)|перекос
искупать|1
(синоним)|заглаживать
искупаться|1
(синоним)|заглаживаться
искупить|1
(синоним)|загладить
искупление|1
(синоним)|заглаживание
искусать|1
(синоним)|закусать|покусать|заесть|изъесть|съесть|сожрать
искусно|1
(синоним)|мастерски|артистически|артистично|виртуозно
искусный|2
(синоним)|артистичный|виртуозный
(синоним)|мастерский|артистический|артистичный|виртуозный
искусственный|1
(синоним)|ненастоящий|ненатуральный|невзаправдашний|фальшивый|поддельный
ислам|1
(синоним)|мусульманство|магометанство
испариться|1
(синоним)|улетучиться
испещрить|1
(синоним)|испестрить
испещрять|1
(синоним)|испестрять
исповедник|1
(синоним)|духовник
исполниться|1
(синоним)|минуть|миновать|стукнуть
исполняться|1
(синоним)|миновать
испортить|2
(синоним)|искалечить|изувечить|изуродовать|исковеркать
(синоним)|обезобразить|изуродовать
испортиться|2
(синоним)|изуродоваться|исковеркаться|искалечиться|изувечиться
(синоним)|обезобразиться|изуродоваться
исправить|3
(синоним)|поправить|выправить
(синоним)|поправить|выправить|откорректировать
(синоним)|поправить|починить|наладить|отремонтировать
исправиться|2
(синоним)|поправиться|выправиться
(синоним)|починиться|наладиться
исправление|3
(синоним)|выправление|правка|корректирование
(синоним)|поправление|выправление
(синоним)|поправление|починка|наладка|налаживание
исправлять|3
(синоним)|поправлять|выправлять
(синоним)|поправлять|выправлять|править|корректировать
(синоним)|поправлять|чинить|починять|налаживать
исправляться|1
(синоним)|поправляться|выправляться
испражнения|1
(синоним)|стул|кал|дерьмо|экскременты|фекалии
испугать|2
(синоним)|запугать|устрашить|застращать
(синоним)|напугать|перепугать|устрашить
испугаться|1
(синоним)|напугаться|перепугаться|устрашиться|струсить|перетрусить|трухнуть|струхнуть|перетрухнуть|сдрейфить
испугать|1
(синоним)|устрашить
испуг|1
(синоним)|боязнь
испускание|1
(синоним)|излитие|излучение
испускать|1
(синоним)|источать|изливать|излучать|струить|лить|распространять
испускаться|1
(синоним)|источаться|изливаться|излучаться|струиться|литься|распространяться
испустить|1
(синоним)|излить|излучить|распространить
испуститься|1
(синоним)|излиться|распространиться
испытать|2
(синоним)|изведать|узнать|познать|увидеть|повидать|попробовать|отведать|вкусить|испить|хлебнуть|хватить|навидаться
(синоним)|почувствовать|ощутить|пережить
испытывать|2
(синоним)|ведать|знать|видеть|пробовать|вкушать|узнавать|познавать
(синоним)|чувствовать|ощущать|переживать
исследование|1
(синоним)|изыскание|разыскание
иссякать|1
(синоним)|истощаться|исчерпываться
иссякнуть|1
(синоним)|истощиться|исчерпаться|выйти
истекать|1
(синоним)|исходить
истечь|2
(синоним)|выйти
(синоним)|изойти
истинно|1
(синоним)|подлинно|действительно|реально
истолковать|1
(синоним)|интерпретировать|проинтерпретировать
истопить|1
(синоним)|протопить|вытопить|натопить
истопиться|1
(синоним)|протопиться|вытопиться
источник|1
(синоним)|ключ|родник|криница
истратить|1
(синоним)|потратить|израсходовать|издержать|извести|перевести
истратиться|1
(синоним)|израсходоваться
исхлопотать|1
(синоним)|выхлопотать
исходить|2
(синоним)|измерить|обойти
(синоним)|отправляться|отталкиваться
исходный|1
(синоним)|отправной
исчезать|2
(синоним)|пропадать
(синоним)|пропадать|испаряться|улетучиваться
исчезновение|1
(синоним)|пропадание
исчезнуть|2
(синоним)|пропасть|испариться|улетучиться
(синоним)|пропасть|сгинуть
кабан|2
(синоним)|вепрь
(синоним)|хряк
кавалерист|1
(синоним)|конник
кавалерия|1
(синоним)|конница
каждый|1
(синоним)|любой|всякий|всяк|произвольный
кажется|1
(синоним)|будто|похоже|кажись
кажущийся|1
(синоним)|мнимый|воображаемый|несуществующий
казаться|3
(синоним)|представляться|видеться|показываться|чудиться|мерещиться|грезиться
(синоним)|представляться|чудиться
(синоним)|сдаваться|мерещиться|чудиться|грезиться|мниться
кайма|2
(синоним)|каёмка|бордюр
(синоним)|каёмка|кромка|окаёмка|окаймление|бордюр
как|1
(синоним)|будто|словно|точно|ровно|чисто|что
как-нибудь|1
(синоним)|как-либо|как
какой-нибудь|2
(синоним)|какой-либо|какой|который|который-нибудь|какой-никакой
(синоним)|какой-то
калека|2
(синоним)|инвалид|увечная|убогая
(синоним)|убогий|увечный|инвалид
календарь|1
(синоним)|численник|месяцеслов
калечиться|1
(синоним)|увечиться|уродоваться
калечить|1
(синоним)|увечить|уродовать
кальсоны|1
(синоним)|подштанники|исподники|исподние
каменистый|1
(синоним)|кремнистый
каморка|1
(синоним)|клетушка|клетка|конура|конурка
канава|1
(синоним)|ров|кювет
канат|1
(синоним)|трос
кандалы|1
(синоним)|оковы|цепи|железы
канитель|2
(синоним)|волынка|морока|бодяга
(синоним)|копание
кант|1
(синоним)|выпушка
канун|1
(синоним)|преддверие
капризник|1
(синоним)|капризуля|привередник|привереда|фокусник|причудник
капризница|1
(синоним)|капризуля|привередница|привереда|фокусница|причудница
капризничанье|1
(синоним)|привередничанье|фокусничанье
капризничать|1
(синоним)|привередничать|фокусничать
каприз|1
(синоним)|прихоть|причуда|вычуры|фантазия|фокусы|дурь|блажь|выкрутасы
каравай|1
(синоним)|коврига
каракатица|1
(синоним)|сепия
кара|1
(синоним)|расплата|возмездие
карболка|1
(синоним)|фенол
карлик|1
(синоним)|лилипут
карлица|1
(синоним)|лилипутка
картавить|1
(синоним)|грассировать
картина|1
(синоним)|полотно|холст
карябать|1
(синоним)|царапать
касание|2
(синоним)|затрагивание
(синоним)|прикосновение
касательство|1
(синоним)|отношение|связь
касаться|3
(синоним)|затрагивать|задевать
(синоним)|относиться
(синоним)|прикасаться|притрагиваться|дотрагиваться|трогать
кастрат|1
(синоним)|скопец|евнух
кастрация|1
(синоним)|выхолащивание|охолащивание
кастрированный|1
(синоним)|холощёный|холостой
кастрировать|4
(синоним)|выхолостить|охолостить
(синоним)|оскопить
(синоним)|скопить|оскоплять
(синоним)|холостить|выхолащивать|охолащивать
катание|1
(синоним)|валяние
катастрофа|2
(синоним)|катаклизм
(синоним)|крушение|авария
катать|1
(синоним)|валять
кафель|1
(синоним)|изразец
качание|1
(синоним)|покачивание|раскачивание|колебание|колыхание
качать|3
(синоним)|болтать|мотать|валять|кидать|бросать|швырять
(синоним)|раскачивать|покачивать
(синоним)|раскачивать|покачивать|колебать|колыхать
качаться|1
(синоним)|раскачиваться|покачиваться|болтаться|мотаться|колыхаться|колебаться
качать|1
(синоним)|шатать|покачивать|пошатывать
качка|1
(синоним)|болтанка
качнуть|1
(синоним)|закачать|кинуть|бросить|швырнуть
качнуться|1
(синоним)|покачнуться
кашлять|1
(синоним)|перхать|дохать|бухать
квакша|1
(синоним)|древесница
квасить|1
(синоним)|заквашивать|сквашивать
кваситься|1
(синоним)|заквашиваться|сквашиваться
квашение|1
(синоним)|заквашивание
кинематография|1
(синоним)|кинематограф|киноискусство|кино|синематограф|синема
кинотеатр|1
(синоним)|кино|кинематограф|синематограф|синема|иллюзион|киношка
кислый|2
(синоним)|квашеный
(синоним)|прокисший|прокислый|скисший
киснуть|3
(синоним)|закисать|заквашиваться|кваситься|сквашиваться
(синоним)|раскисать|скисать|кваситься|хандрить|кукситься
(синоним)|скисать|прокисать|проквашиваться
кисть|2
(синоним)|гроздь
(синоним)|пятерня|пясть
китаистика|1
(синоним)|китаеведение|синология
китаист|1
(синоним)|китаевед|синолог
кишеть|1
(синоним)|кипеть
кладбище|1
(синоним)|погост|некрополь|могильник
кладовая|1
(синоним)|кладовка|чулан|клеть
кланяться|1
(синоним)|раскланиваться
классификация|1
(синоним)|классифицирование|систематизация|систематизирование|систематика|группировка|группирование
классифицировать|2
(синоним)|систематизировать|группировать
(синоним)|систематизировать|сгруппировать
классифицироваться|2
(синоним)|систематизироваться|группироваться
(синоним)|систематизироваться|сгруппироваться
класть|1
(синоним)|возлагать|укладывать
класться|1
(синоним)|возлагаться|укладываться
класть|1
(синоним)|укладывать
клевер|1
(синоним)|кашка|трилистник
клевета|1
(синоним)|поклёп|оговор|наговор|навет|напраслина|инсинуация|извет|диффамация
клеветать|1
(синоним)|наговаривать|оговаривать|клепать|лгать|врать|чернить|очернять
клеветник|1
(синоним)|инсинуатор|наветчик|очернитель|кляузник
клеветница|1
(синоним)|инсинуатор|кляузница|очернительница
клеймить|2
(синоним)|маркировать
(синоним)|метить|таврить
клеймо|2
(синоним)|марка
(синоним)|тавро|мета
клизма|1
(синоним)|клистир
клика|1
(синоним)|камарилья
клок|1
(синоним)|клочок|лоскут|обрывок|шмат|лоскуток|шматок
клубиться|1
(синоним)|куриться|дымиться|дымить
клубком|1
(синоним)|клубочком|калачиком
клюв|1
(синоним)|нос
клясться|1
(синоним)|божиться
клятва|1
(синоним)|присяга|зарок|обет
кляча|1
(синоним)|одер
книга|1
(синоним)|книжка|том|фолиант
книголюб|1
(синоним)|библиофил|книжник|библиоман
книжник|1
(синоним)|книгочей|книгоед
коварно|1
(синоним)|лукаво|злокозненно|иезуитски
коварный|2
(синоним)|лукавый|злокозненный|иезуитский|макиавеллевский
(синоним)|предательский|каверзный
ковыряние|2
(синоним)|колупание
(синоним)|копание|возня|канитель
ковырять|1
(синоним)|колупать|ковыряться
когда-нибудь|1
(синоним)|когда-либо|когда|как-нибудь
когда-то|1
(синоним)|как-то|некогда|встарь|прежде|раньше
кое-где|1
(синоним)|там-сям|местами|где-где|кой-где
кожник|1
(синоним)|дерматолог
кожура|1
(синоним)|кожа|кожица|шкурка
козни|1
(синоним)|происки|интриги|ковы|подкоп|подвох|каверза|подсиживание
козырнуть|1
(синоним)|откозырять
колдовство|1
(синоним)|волшебство|магия|чародейство|волхвование|ведовство|чернокнижие|ворожба|оккультизм|кабалистика
колдун|1
(синоним)|волшебник|маг|чародей|чернокнижник|чаровник|чудодей|ведун|волхв|кудесник
колдунья|1
(синоним)|волшебница|чародейка|ведьма|чернокнижница|ведунья
коленчатый|1
(синоним)|суставчатый
количество|1
(синоним)|число|численность
колка|1
(синоним)|раскалывание
колкость|1
(синоним)|шпилька|подковырка|сарказм
коллекционер|1
(синоним)|собиратель
коллекционирование|1
(синоним)|собирательство|собирание
коллекционировать|1
(синоним)|собирать
коллекционироваться|1
(синоним)|собираться
коллекция|1
(синоним)|собрание
колоть|1
(синоним)|раскалывать
колоться|1
(синоним)|раскалываться
колыбель|1
(синоним)|люлька|зыбка
кольцо|1
(синоним)|перстень
колючий|1
(синоним)|колкий|колющий
комната|1
(синоним)|горница|покой|палата|светлица|светёлка|горенка
компания|1
(синоним)|бражка|братия|шатия|шатия-братия|общество|компашка
компаньонка|1
(синоним)|партнёрша
компаньон|1
(синоним)|партнёр
компетентно|1
(синоним)|осведомлено|грамотно
компетентность|1
(синоним)|осведомлённость
комплект|1
(синоним)|гарнитур
конец|1
(синоним)|крышка|каюк|капут|шабаш|гроб|точка|амба
конечно|1
(синоним)|разумеется|безусловно|бесспорно|несомненно|естественно|натурально|понятно|известно|знамо|вестимо
конечный|1
(синоним)|последний|концевой
конёк|2
(синоним)|гребень|князёк
(синоним)|увлечение|страсть|слабость|хобби
коноплянка|1
(синоним)|реполов
консерватор|1
(синоним)|рутинёр
контур|2
(синоним)|абрис
(синоним)|очертание|линия|абрис
кончать|1
(синоним)|оканчивать|заканчивать|завершать|доканчивать|довершать
кончик|1
(синоним)|краешек
кончить|1
(синоним)|окончить|закончить|завершить|докончить|довершить
конюшня|1
(синоним)|свинарник|хлев|клоака
копание|1
(синоним)|рытье
копать|1
(синоним)|рыть
копаться|3
(синоним)|возиться|канителиться|валандаться
(синоним)|возиться|копошиться|ковыряться
(синоним)|рыться|ковыряться
копироваться|1
(синоним)|имитироваться
копить|1
(синоним)|накапливать|скапливать|сколачивать
копиться|1
(синоним)|накапливаться|накопляться|скапливаться|скопляться
копия|1
(синоним)|снимок|список
копошение|1
(синоним)|возня|шебуршение
копошиться|1
(синоним)|возиться|ворошиться|тормошиться|гомозиться|шебуршиться
коптилка|1
(синоним)|мигалка
корда|1
(синоним)|лонжа
коренастый|1
(синоним)|приземистый|кряжистый|сбитый|литой|плотный
корениться|1
(синоним)|гнездиться
коренной|1
(синоним)|исконный
корзина|1
(синоним)|корзинка|плетёнка|плетушка
коричневый|1
(синоним)|кофейный|шоколадный|каштановый|карий
кормить|1
(синоним)|насыщать|питать
кормление|1
(синоним)|насыщение
коробить|1
(синоним)|передёргивать
корова|1
(синоним)|бурёнка|коровёнка|пеструха|коровушка|бурёнушка|пеструшка|коровка
корона|1
(синоним)|венец
коронация|1
(синоним)|коронование|воцарение
короноваться|1
(синоним)|воцариться
коростель|1
(синоним)|дергач
короткий|2
(синоним)|краткий|недолгий|непродолжительный|кратковременный|недолговременный|краткосрочный|минутный|секундный|мгновенный
(синоним)|куцый|кургузый
коротко|1
(синоним)|кургузо
корпеть|1
(синоним)|коптеть|потеть|пыхтеть
корчить|1
(синоним)|коробить|корёжить|крючить
корчиться|1
(синоним)|корёжиться|крючиться
корыстно|1
(синоним)|корыстолюбиво|своекорыстно|меркантильно
корыстный|1
(синоним)|корыстолюбивый|своекорыстный|меркантильный
корысть|1
(синоним)|корыстность|корыстолюбие|своекорыстие|своекорыстность|меркантильность|меркантилизм
коряга|1
(синоним)|пень
косматый|1
(синоним)|лохматый|кудлатый|патлатый
космонавт|1
(синоним)|астронавт|звездоплаватель|звездолетчик|астролетчик
космонавтика|1
(синоним)|астронавтика|звездоплавание
космы|1
(синоним)|лохмы|патлы
косность|1
(синоним)|консерватизм|консервативность|закоснелость|рутинёрство|твердолобость|затхлость
